locus	type	lnL ratio	P-value
dDocent_Contig_193493:27	dDocent_Contig_193493:27	C	2.33672868343144	0.154
dDocent_Contig_258350:42	dDocent_Contig_258350:42	C	0.969781804935792	0.449
dDocent_Contig_60311:8	dDocent_Contig_60311:8	C	27.6001677019047	0
dDocent_Contig_70317:15	dDocent_Contig_70317:15	C	23.4105205455331	0
dDocent_Contig_16526:28	dDocent_Contig_16526:28	C	55.3124282915829	0
dDocent_Contig_20546:8	dDocent_Contig_20546:8	C	8.43150358448804	0.002
dDocent_Contig_46790:24	dDocent_Contig_46790:24	C	7.29817317341703	0.004
dDocent_Contig_19292:19	dDocent_Contig_19292:19	C	4.74303069584082	0.016
dDocent_Contig_19292:55	dDocent_Contig_19292:55	C	4.36370442598648	0.042
dDocent_Contig_257420:81	dDocent_Contig_257420:81	C	4.40073069733988	0.042
dDocent_Contig_154763:80	dDocent_Contig_154763:80	C	22.6977768559437	0
dDocent_Contig_66106:22	dDocent_Contig_66106:22	C	4.94907673661244	0.031
dDocent_Contig_196637:11	dDocent_Contig_196637:11	C	6.51845569127257	0.002
dDocent_Contig_13241:55	dDocent_Contig_13241:55	C	1.64385515834046	0.25
dDocent_Contig_190904:7	dDocent_Contig_190904:7	C	2.44567256962644	0.167
dDocent_Contig_54402:59	dDocent_Contig_54402:59	C	1.56416530576915	0.284
dDocent_Contig_96873:66	dDocent_Contig_96873:66	C	4.12573115852466	0.034
dDocent_Contig_60337:18	dDocent_Contig_60337:18	C	10.065248528381	0
dDocent_Contig_63101:35	dDocent_Contig_63101:35	C	2.81977760170112	0.105
dDocent_Contig_191843:15	dDocent_Contig_191843:15	C	3.11938568209972	0.126
dDocent_Contig_48477:25	dDocent_Contig_48477:25	C	8.44035260371241	0.001
dDocent_Contig_72294:7	dDocent_Contig_72294:7	C	3.73370147617582	0.066
dDocent_Contig_52235:12	dDocent_Contig_52235:12	C	5.21109367355163	0.02
dDocent_Contig_67453:55	dDocent_Contig_67453:55	C	7.52332978010365	0.001
dDocent_Contig_77227:23	dDocent_Contig_77227:23	C	6.98141802690954	0.005
dDocent_Contig_35553:14	dDocent_Contig_35553:14	C	8.27519738018601	0
dDocent_Contig_130532:8	dDocent_Contig_130532:8	C	17.8186318399776	0
dDocent_Contig_1059:45	dDocent_Contig_1059:45	C	7.78189214578003	0.004
dDocent_Contig_142437:25	dDocent_Contig_142437:25	C	7.23774018101923	0.002
dDocent_Contig_26517:25	dDocent_Contig_26517:25	C	5.33965784976851	0.019
dDocent_Contig_76264:30	dDocent_Contig_76264:30	C	20.1241834471217	0
dDocent_Contig_646:48	dDocent_Contig_646:48	C	2.25090640403388	0.212
dDocent_Contig_81666:58	dDocent_Contig_81666:58	C	7.50859953017245	0
dDocent_Contig_88058:51	dDocent_Contig_88058:51	C	1.79729307984812	0.268
dDocent_Contig_138859:17	dDocent_Contig_138859:17	C	1.49187608467312	0.338
dDocent_Contig_202956:49	dDocent_Contig_202956:49	C	8.54566238784807	0
dDocent_Contig_256696:9	dDocent_Contig_256696:9	C	0.791538047368476	0.454
dDocent_Contig_256696:19	dDocent_Contig_256696:19	C	3.10094508572794	0.092
dDocent_Contig_32032:8	dDocent_Contig_32032:8	C	9.95665110942338	0
dDocent_Contig_146203:12	dDocent_Contig_146203:12	C	3.46336387059598	0.041
dDocent_Contig_68694:63	dDocent_Contig_68694:63	C	10.5602911015052	0
dDocent_Contig_65436:65	dDocent_Contig_65436:65	C	3.54820803675714	0.061
dDocent_Contig_79777:58	dDocent_Contig_79777:58	C	1.89196710908547	0.297
dDocent_Contig_254095:31	dDocent_Contig_254095:31	C	1.19305875191402	0.418
dDocent_Contig_242266:66	dDocent_Contig_242266:66	C	2.19212876719541	0.161
dDocent_Contig_49526:21	dDocent_Contig_49526:21	C	6.1604306287677	0.009
dDocent_Contig_202924:9	dDocent_Contig_202924:9	C	4.16869524810626	0.041
dDocent_Contig_24030:34	dDocent_Contig_24030:34	C	3.06536214502856	0.117
dDocent_Contig_72502:57	dDocent_Contig_72502:57	C	2.80442328410291	0.106
dDocent_Contig_52436:28	dDocent_Contig_52436:28	C	3.65814765896242	0.068
dDocent_Contig_136383:48	dDocent_Contig_136383:48	C	2.48632372773281	0.155
dDocent_Contig_258674:69	dDocent_Contig_258674:69	C	2.65581720000423	0.119
dDocent_Contig_48938:29	dDocent_Contig_48938:29	C	8.98432156412119	0
dDocent_Contig_17177:9	dDocent_Contig_17177:9	C	8.92357962692984	0
dDocent_Contig_31723:12	dDocent_Contig_31723:12	C	11.9033382640569	0
dDocent_Contig_47609:69	dDocent_Contig_47609:69	C	2.44223402564428	0.231
dDocent_Contig_16178:16	dDocent_Contig_16178:16	C	2.73219469643468	0.138
dDocent_Contig_57958:18	dDocent_Contig_57958:18	C	5.08023979051317	0.021
dDocent_Contig_1785:53	dDocent_Contig_1785:53	C	21.2347125382158	0
dDocent_Contig_188866:26	dDocent_Contig_188866:26	C	8.79752620328491	0.002
dDocent_Contig_47353:50	dDocent_Contig_47353:50	C	4.83408839233441	0.013
dDocent_Contig_32033:10	dDocent_Contig_32033:10	C	2.5753388901306	0.093
dDocent_Contig_193160:79	dDocent_Contig_193160:79	C	3.59639934374948	0.085
dDocent_Contig_24358:24	dDocent_Contig_24358:24	C	3.30009283851199	0.058
dDocent_Contig_88122:41	dDocent_Contig_88122:41	C	8.84411401216131	0.001
dDocent_Contig_62200:11	dDocent_Contig_62200:11	C	6.73722984903009	0.004
dDocent_Contig_89321:34	dDocent_Contig_89321:34	C	2.32421969718815	0.16
dDocent_Contig_66616:19	dDocent_Contig_66616:19	C	3.67146146610791	0.06
dDocent_Contig_4870:10	dDocent_Contig_4870:10	C	4.06732065768009	0.045
dDocent_Contig_22454:40	dDocent_Contig_22454:40	C	0.712044173527374	0.52
dDocent_Contig_222531:52	dDocent_Contig_222531:52	C	3.93956203258401	0.058
dDocent_Contig_14922:47	dDocent_Contig_14922:47	C	5.73750266484648	0.016
dDocent_Contig_105955:32	dDocent_Contig_105955:32	C	2.37115798827412	0.193
dDocent_Contig_21766:12	dDocent_Contig_21766:12	C	1.96054014243099	0.245
dDocent_Contig_16896:23	dDocent_Contig_16896:23	C	2.50597458962382	0.161
dDocent_Contig_11635:12	dDocent_Contig_11635:12	C	2.0891494921398	0.162
dDocent_Contig_249276:44	dDocent_Contig_249276:44	C	1.3240014494733	0.34
dDocent_Contig_155882:18	dDocent_Contig_155882:18	C	5.1326042776895	0.021
dDocent_Contig_201812:40	dDocent_Contig_201812:40	C	1.68885136591555	0.278
dDocent_Contig_3683:40	dDocent_Contig_3683:40	C	1.17172186181917	0.391
dDocent_Contig_81029:8	dDocent_Contig_81029:8	C	1.14034086289699	0.386
dDocent_Contig_78937:42	dDocent_Contig_78937:42	C	9.0584294216842	0.001
dDocent_Contig_79142:28	dDocent_Contig_79142:28	C	15.9126289124858	0
dDocent_Contig_259081:34	dDocent_Contig_259081:34	C	0.873515980343598	0.532
dDocent_Contig_49915:14	dDocent_Contig_49915:14	C	6.38345162557449	0.006
dDocent_Contig_110190:20	dDocent_Contig_110190:20	C	3.64623454726421	0.06
dDocent_Contig_168771:52	dDocent_Contig_168771:52	C	4.66070310070303	0.016
dDocent_Contig_67472:7	dDocent_Contig_67472:7	C	2.12563601572721	0.185
dDocent_Contig_59734:78	dDocent_Contig_59734:78	C	4.79120142717236	0.019
dDocent_Contig_103949:69	dDocent_Contig_103949:69	C	3.59380215909694	0.057
dDocent_Contig_49636:28	dDocent_Contig_49636:28	C	7.25289610489678	0.003
dDocent_Contig_49636:54	dDocent_Contig_49636:54	C	6.03380631639998	0.005
dDocent_Contig_85136:53	dDocent_Contig_85136:53	C	13.364821146935	0
dDocent_Contig_167454:75	dDocent_Contig_167454:75	C	13.9347460702894	0
dDocent_Contig_58761:26	dDocent_Contig_58761:26	C	3.10791091829013	0.074
dDocent_Contig_239217:34	dDocent_Contig_239217:34	C	36.5245992048965	0
dDocent_Contig_81037:43	dDocent_Contig_81037:43	C	9.29402870478152	0
dDocent_Contig_135945:15	dDocent_Contig_135945:15	C	5.36327147305983	0.032
dDocent_Contig_31348:17	dDocent_Contig_31348:17	C	6.15733482450943	0.01
dDocent_Contig_222531:43	dDocent_Contig_222531:43	C	7.07553876833177	0.004
dDocent_Contig_40843:25	dDocent_Contig_40843:25	C	2.39887586957029	0.162
dDocent_Contig_84951:33	dDocent_Contig_84951:33	C	1.41561560318402	0.388
dDocent_Contig_84790:54	dDocent_Contig_84790:54	C	8.39605870041596	0.001
dDocent_Contig_83180:14	dDocent_Contig_83180:14	C	2.50467698685567	0.177
dDocent_Contig_13415:48	dDocent_Contig_13415:48	C	7.86297879610861	0.002
dDocent_Contig_87048:56	dDocent_Contig_87048:56	C	6.41892460223792	0.007
dDocent_Contig_130067:7	dDocent_Contig_130067:7	C	6.44927021743766	0.01
dDocent_Contig_4910:29	dDocent_Contig_4910:29	C	3.0079091753712	0.109
dDocent_Contig_138218:41	dDocent_Contig_138218:41	C	1.69350565758943	0.282
dDocent_Contig_191830:38	dDocent_Contig_191830:38	C	7.97772678178004	0.002
dDocent_Contig_66586:31	dDocent_Contig_66586:31	C	0.570067229388883	0.56
dDocent_Contig_246442:13	dDocent_Contig_246442:13	C	5.99355985477798	0.007
dDocent_Contig_19529:38	dDocent_Contig_19529:38	C	6.62273529022671	0.006
dDocent_Contig_189600:17	dDocent_Contig_189600:17	C	3.10366853194739	0.112
dDocent_Contig_65536:46	dDocent_Contig_65536:46	C	10.5525748684635	0.001
dDocent_Contig_76998:46	dDocent_Contig_76998:46	C	3.77049272617506	0.049
dDocent_Contig_69757:23	dDocent_Contig_69757:23	C	4.05960128867622	0.029
dDocent_Contig_83184:43	dDocent_Contig_83184:43	C	11.0691816517882	0
dDocent_Contig_71149:18	dDocent_Contig_71149:18	C	1.27082194091632	0.327
dDocent_Contig_7319:60	dDocent_Contig_7319:60	C	10.7003752773486	0.002
dDocent_Contig_13535:37	dDocent_Contig_13535:37	C	9.02110101943946	0
dDocent_Contig_155026:41	dDocent_Contig_155026:41	C	3.9968559857684	0.056
dDocent_Contig_127791:74	dDocent_Contig_127791:74	C	2.76884481580417	0.093
dDocent_Contig_47678:78	dDocent_Contig_47678:78	C	10.0636684987115	0
dDocent_Contig_35480:22	dDocent_Contig_35480:22	C	3.02434451871444	0.097
dDocent_Contig_16459:74	dDocent_Contig_16459:74	C	3.19232460926214	0.075
dDocent_Contig_82896:7	dDocent_Contig_82896:7	C	6.45042941264482	0.002
dDocent_Contig_9976:25	dDocent_Contig_9976:25	C	3.61492148840413	0.074
dDocent_Contig_51671:35	dDocent_Contig_51671:35	C	12.9450093083924	0
dDocent_Contig_86020:22	dDocent_Contig_86020:22	C	11.955208884568	0
dDocent_Contig_141560:9	dDocent_Contig_141560:9	C	13.0538137629845	0
dDocent_Contig_68498:76	dDocent_Contig_68498:76	C	4.22083430809428	0.032
dDocent_Contig_23844:76	dDocent_Contig_23844:76	C	2.18522752369244	0.238
dDocent_Contig_16841:63	dDocent_Contig_16841:63	C	3.81484943053432	0.071
dDocent_Contig_25653:70	dDocent_Contig_25653:70	C	1.30560980529299	0.419
dDocent_Contig_139387:50	dDocent_Contig_139387:50	C	1.94875096106504	0.265
dDocent_Contig_86685:24	dDocent_Contig_86685:24	C	1.67261714672013	0.323
dDocent_Contig_18792:27	dDocent_Contig_18792:27	C	12.290466277566	0
dDocent_Contig_139142:23	dDocent_Contig_139142:23	C	7.13294533226352	0.004
dDocent_Contig_83606:59	dDocent_Contig_83606:59	C	2.10731148228971	0.189
dDocent_Contig_69954:36	dDocent_Contig_69954:36	C	13.9473316533113	0
dDocent_Contig_22082:41	dDocent_Contig_22082:41	C	7.78471782739824	0
dDocent_Contig_124689:49	dDocent_Contig_124689:49	C	4.14656428220879	0.043
dDocent_Contig_146203:42	dDocent_Contig_146203:42	C	3.01285398185261	0.113
dDocent_Contig_101224:34	dDocent_Contig_101224:34	C	0.876985010115959	0.471
dDocent_Contig_99180:68	dDocent_Contig_99180:68	C	3.79200543391389	0.051
dDocent_Contig_90487:56	dDocent_Contig_90487:56	C	4.55507335796409	0.031
dDocent_Contig_235273:46	dDocent_Contig_235273:46	C	13.1021826519318	0
dDocent_Contig_16685:48	dDocent_Contig_16685:48	C	1.3782313222093	0.305
dDocent_Contig_5678:16	dDocent_Contig_5678:16	C	2.98143030307114	0.139
dDocent_Contig_223346:42	dDocent_Contig_223346:42	C	23.0296235219113	0
dDocent_Contig_83047:36	dDocent_Contig_83047:36	C	2.67788713247062	0.117
dDocent_Contig_233995:47	dDocent_Contig_233995:47	C	3.19785258780055	0.118
dDocent_Contig_133418:11	dDocent_Contig_133418:11	C	0.0354194814006519	0.727
dDocent_Contig_99901:21	dDocent_Contig_99901:21	C	13.1012086641959	0
dDocent_Contig_16036:9	dDocent_Contig_16036:9	C	1.83320084148147	0.231
dDocent_Contig_224612:23	dDocent_Contig_224612:23	C	3.7147963641922	0.051
dDocent_Contig_86212:77	dDocent_Contig_86212:77	C	8.10200672271746	0.001
dDocent_Contig_75635:23	dDocent_Contig_75635:23	C	2.99409460446773	0.073
dDocent_Contig_75316:36	dDocent_Contig_75316:36	C	49.036206776446	0
dDocent_Contig_19679:17	dDocent_Contig_19679:17	C	5.81531955756775	0.011
dDocent_Contig_16747:27	dDocent_Contig_16747:27	C	0.70985721398857	0.484
dDocent_Contig_102442:31	dDocent_Contig_102442:31	C	3.38831645823713	0.09
dDocent_Contig_195735:74	dDocent_Contig_195735:74	C	7.51961741432072	0.001
dDocent_Contig_233373:61	dDocent_Contig_233373:61	C	5.30413388083046	0.013
dDocent_Contig_75839:22	dDocent_Contig_75839:22	C	9.80807414104681	0
dDocent_Contig_186415:55	dDocent_Contig_186415:55	C	4.80633468069144	0.017
dDocent_Contig_67102:19	dDocent_Contig_67102:19	C	2.83432824074217	0.092
dDocent_Contig_3151:14	dDocent_Contig_3151:14	C	21.3160805554825	0
dDocent_Contig_72655:65	dDocent_Contig_72655:65	C	1.79956174691891	0.265
dDocent_Contig_189697:29	dDocent_Contig_189697:29	C	5.673444092105	0.006
dDocent_Contig_110855:45	dDocent_Contig_110855:45	C	15.2969420972628	0
dDocent_Contig_139867:47	dDocent_Contig_139867:47	C	1.76189582285396	0.322
dDocent_Contig_26791:58	dDocent_Contig_26791:58	C	13.227173782731	0
dDocent_Contig_109636:13	dDocent_Contig_109636:13	C	2.0179621082272	0.232
dDocent_Contig_53758:32	dDocent_Contig_53758:32	C	1.54868588359937	0.326
dDocent_Contig_18393:63	dDocent_Contig_18393:63	C	0.296357978151562	0.667
dDocent_Contig_149698:64	dDocent_Contig_149698:64	C	4.38539557426303	0.015
dDocent_Contig_56430:18	dDocent_Contig_56430:18	C	9.20178380245109	0
dDocent_Contig_235387:15	dDocent_Contig_235387:15	C	0.777926332699543	0.49
dDocent_Contig_113191:29	dDocent_Contig_113191:29	C	16.1453014763181	0
dDocent_Contig_40661:26	dDocent_Contig_40661:26	C	1.18415624319036	0.347
dDocent_Contig_53087:21	dDocent_Contig_53087:21	C	4.00209600601841	0.033
dDocent_Contig_4928:68	dDocent_Contig_4928:68	C	11.1404407247432	0
dDocent_Contig_57492:21	dDocent_Contig_57492:21	C	4.14199176932465	0.044
dDocent_Contig_106531:52	dDocent_Contig_106531:52	C	5.47648845939224	0.022
dDocent_Contig_47903:44	dDocent_Contig_47903:44	C	3.69608581806339	0.075
dDocent_Contig_31816:32	dDocent_Contig_31816:32	C	8.52611006331639	0
dDocent_Contig_241541:7	dDocent_Contig_241541:7	C	7.70763267099811	0
dDocent_Contig_141197:31	dDocent_Contig_141197:31	C	4.7044913222545	0.022
dDocent_Contig_88058:72	dDocent_Contig_88058:72	C	2.75488497847422	0.117
dDocent_Contig_21745:38	dDocent_Contig_21745:38	C	2.2715951800206	0.166
dDocent_Contig_31126:36	dDocent_Contig_31126:36	C	7.7803298829015	0.002
dDocent_Contig_168096:26	dDocent_Contig_168096:26	C	38.4443400512754	0
dDocent_Contig_126281:29	dDocent_Contig_126281:29	C	16.3033182528927	0
dDocent_Contig_202925:17	dDocent_Contig_202925:17	C	21.2561868615425	0
dDocent_Contig_142887:20	dDocent_Contig_142887:20	C	2.75831156421246	0.076
dDocent_Contig_41144:80	dDocent_Contig_41144:80	C	6.263477827918	0.01
dDocent_Contig_4889:41	dDocent_Contig_4889:41	C	6.29682871551363	0.006
dDocent_Contig_59934:50	dDocent_Contig_59934:50	C	2.34691598247956	0.186
dDocent_Contig_93840:21	dDocent_Contig_93840:21	C	2.22128749976068	0.219
dDocent_Contig_182996:31	dDocent_Contig_182996:31	C	4.64047495725559	0.027
dDocent_Contig_62107:67	dDocent_Contig_62107:67	C	8.31301548740113	0
dDocent_Contig_108218:36	dDocent_Contig_108218:36	C	9.67073867612964	0
dDocent_Contig_55749:65	dDocent_Contig_55749:65	C	14.2117671456443	0
dDocent_Contig_89888:66	dDocent_Contig_89888:66	C	2.70913716995611	0.138
dDocent_Contig_195735:37	dDocent_Contig_195735:37	C	2.03664675876949	0.193
dDocent_Contig_54202:50	dDocent_Contig_54202:50	C	0.142149985917094	0.73
dDocent_Contig_103245:11	dDocent_Contig_103245:11	C	4.5965752967909	0.019
dDocent_Contig_134083:40	dDocent_Contig_134083:40	C	1.43951547558937	0.352
dDocent_Contig_241103:28	dDocent_Contig_241103:28	C	5.89943345568761	0.011
dDocent_Contig_101995:22	dDocent_Contig_101995:22	C	3.60733987331079	0.064
dDocent_Contig_51075:13	dDocent_Contig_51075:13	C	4.96685904475007	0.041
dDocent_Contig_89921:27	dDocent_Contig_89921:27	C	4.66507984657876	0.032
dDocent_Contig_69628:80	dDocent_Contig_69628:80	C	11.4213437206519	0
dDocent_Contig_137864:18	dDocent_Contig_137864:18	C	1.14233482541815	0.425
dDocent_Contig_69789:21	dDocent_Contig_69789:21	C	0.276944479652315	0.645
dDocent_Contig_26419:34	dDocent_Contig_26419:34	C	4.60884181864901	0.021
dDocent_Contig_3683:30	dDocent_Contig_3683:30	C	7.015558479871	0.004
dDocent_Contig_371:68	dDocent_Contig_371:68	C	1.88895800774613	0.191
dDocent_Contig_223347:57	dDocent_Contig_223347:57	C	4.24426696593397	0.042
dDocent_Contig_246373:8	dDocent_Contig_246373:8	C	2.48119849468959	0.105
dDocent_Contig_81456:24	dDocent_Contig_81456:24	C	3.16830594620373	0.101
dDocent_Contig_7205:22	dDocent_Contig_7205:22	C	0.458667519296327	0.596
dDocent_Contig_62266:31	dDocent_Contig_62266:31	C	0.484225463659605	0.656
dDocent_Contig_47609:62	dDocent_Contig_47609:62	C	8.75351003318981	0
dDocent_Contig_63759:13	dDocent_Contig_63759:13	C	19.469368734454	0
dDocent_Contig_110876:43	dDocent_Contig_110876:43	C	3.0650837362659	0.116
dDocent_Contig_190904:21	dDocent_Contig_190904:21	C	3.71059324243176	0.057
dDocent_Contig_190904:30	dDocent_Contig_190904:30	C	7.36666754353877	0.006
dDocent_Contig_88045:32	dDocent_Contig_88045:32	C	3.97106756828312	0.065
dDocent_Contig_132563:35	dDocent_Contig_132563:35	C	4.05356484008615	0.057
dDocent_Contig_69923:43	dDocent_Contig_69923:43	C	5.28476678868024	0.022
dDocent_Contig_26083:15	dDocent_Contig_26083:15	C	4.81701694773122	0.031
dDocent_Contig_108635:51	dDocent_Contig_108635:51	C	3.59105968968828	0.058
dDocent_Contig_91741:70	dDocent_Contig_91741:70	C	6.15615903872853	0.005
dDocent_Contig_129858:9	dDocent_Contig_129858:9	C	0.379022949480756	0.667
dDocent_Contig_141097:27	dDocent_Contig_141097:27	C	2.59750456533298	0.167
dDocent_Contig_98762:16	dDocent_Contig_98762:16	C	10.9371017697965	0
dDocent_Contig_186465:50	dDocent_Contig_186465:50	C	1.30042472144761	0.363
dDocent_Contig_256303:48	dDocent_Contig_256303:48	C	3.41807357571859	0.072
dDocent_Contig_124929:52	dDocent_Contig_124929:52	C	24.390539743299	0
dDocent_Contig_195948:75	dDocent_Contig_195948:75	C	3.43159765630057	0.07
dDocent_Contig_83180:45	dDocent_Contig_83180:45	C	1.56552180811804	0.358
dDocent_Contig_186131:35	dDocent_Contig_186131:35	C	7.49495314806575	0.001
dDocent_Contig_84660:60	dDocent_Contig_84660:60	C	10.0546269306247	0
dDocent_Contig_6778:46	dDocent_Contig_6778:46	C	1.96695402954654	0.228
dDocent_Contig_259046:7	dDocent_Contig_259046:7	C	6.45144691428357	0.009
dDocent_Contig_20669:9	dDocent_Contig_20669:9	C	10.4857679324651	0
dDocent_Contig_225984:31	dDocent_Contig_225984:31	C	7.27875123597593	0.003
dDocent_Contig_67924:24	dDocent_Contig_67924:24	C	4.49021591799065	0.029
dDocent_Contig_59104:40	dDocent_Contig_59104:40	C	1.27432139747575	0.386
dDocent_Contig_48058:64	dDocent_Contig_48058:64	C	4.93255596907679	0.016
dDocent_Contig_71820:38	dDocent_Contig_71820:38	C	1.91064422624396	0.184
dDocent_Contig_256303:8	dDocent_Contig_256303:8	C	6.97990261567817	0.003
dDocent_Contig_93322:21	dDocent_Contig_93322:21	C	6.87932864703444	0.006
dDocent_Contig_106947:78	dDocent_Contig_106947:78	C	15.3026415739649	0
dDocent_Contig_182225:59	dDocent_Contig_182225:59	C	7.41374451671119	0.001
dDocent_Contig_54226:38	dDocent_Contig_54226:38	C	3.09852493225119	0.098
dDocent_Contig_202593:38	dDocent_Contig_202593:38	C	7.6299684709136	0.002
dDocent_Contig_54915:7	dDocent_Contig_54915:7	C	6.57723025697885	0.001
dDocent_Contig_16373:77	dDocent_Contig_16373:77	C	12.9632998550024	0
dDocent_Contig_110126:16	dDocent_Contig_110126:16	C	4.86303447013061	0.029
dDocent_Contig_24128:61	dDocent_Contig_24128:61	C	2.44477836164555	0.181
dDocent_Contig_20941:11	dDocent_Contig_20941:11	C	2.57996702189394	0.124
dDocent_Contig_102798:45	dDocent_Contig_102798:45	C	10.243956164804	0
dDocent_Contig_15357:25	dDocent_Contig_15357:25	C	4.22398208795649	0.029
dDocent_Contig_65446:44	dDocent_Contig_65446:44	C	5.06610053337356	0.034
dDocent_Contig_61569:54	dDocent_Contig_61569:54	C	5.76593641002977	0.022
dDocent_Contig_133462:12	dDocent_Contig_133462:12	C	2.15208707011565	0.206
dDocent_Contig_52678:7	dDocent_Contig_52678:7	C	4.15341349973244	0.035
dDocent_Contig_183825:36	dDocent_Contig_183825:36	C	0.699783450634371	0.507
dDocent_Contig_85963:35	dDocent_Contig_85963:35	C	3.29783914238651	0.066
dDocent_Contig_53402:8	dDocent_Contig_53402:8	C	2.11770648111889	0.177
dDocent_Contig_69080:52	dDocent_Contig_69080:52	C	6.39539703229592	0.004
dDocent_Contig_22680:9	dDocent_Contig_22680:9	C	5.85148426684989	0.011
dDocent_Contig_22680:51	dDocent_Contig_22680:51	C	1.25310649546823	0.384
dDocent_Contig_111167:46	dDocent_Contig_111167:46	C	7.82533493812456	0.003
dDocent_Contig_51767:33	dDocent_Contig_51767:33	C	6.48315119610763	0.002
dDocent_Contig_72219:15	dDocent_Contig_72219:15	C	2.86188148235385	0.123
dDocent_Contig_125172:23	dDocent_Contig_125172:23	C	8.42299356432694	0.001
dDocent_Contig_61287:12	dDocent_Contig_61287:12	C	3.28292162841924	0.098
dDocent_Contig_32178:67	dDocent_Contig_32178:67	C	1.85486336145841	0.229
dDocent_Contig_198199:24	dDocent_Contig_198199:24	C	10.5974310541087	0
dDocent_Contig_53999:66	dDocent_Contig_53999:66	C	6.74269100430625	0.012
dDocent_Contig_18253:21	dDocent_Contig_18253:21	C	0.927299639712587	0.515
dDocent_Contig_5690:31	dDocent_Contig_5690:31	C	39.9994327186536	0
dDocent_Contig_9862:45	dDocent_Contig_9862:45	C	8.85221973093688	0
dDocent_Contig_251541:50	dDocent_Contig_251541:50	C	5.30498686504089	0.018
dDocent_Contig_130821:53	dDocent_Contig_130821:53	C	2.35443278243579	0.246
dDocent_Contig_235570:46	dDocent_Contig_235570:46	C	25.6716932999043	0
dDocent_Contig_139142:56	dDocent_Contig_139142:56	C	2.07259945290392	0.2
dDocent_Contig_31853:51	dDocent_Contig_31853:51	C	7.75274052851196	0.002
dDocent_Contig_242037:40	dDocent_Contig_242037:40	C	2.51831091506728	0.165
dDocent_Contig_98279:56	dDocent_Contig_98279:56	C	4.64119151045007	0.02
dDocent_Contig_56793:47	dDocent_Contig_56793:47	C	6.33835650533459	0.006
dDocent_Contig_84363:20	dDocent_Contig_84363:20	C	4.87176411067149	0.029
dDocent_Contig_24697:19	dDocent_Contig_24697:19	C	1.19244189463725	0.382
dDocent_Contig_69080:21	dDocent_Contig_69080:21	C	8.86189348343028	0
dDocent_Contig_59618:20	dDocent_Contig_59618:20	C	3.67272592783942	0.064
dDocent_Contig_69650:48	dDocent_Contig_69650:48	C	14.7272312808151	0
dDocent_Contig_202178:34	dDocent_Contig_202178:34	C	2.83027415602295	0.141
dDocent_Contig_93658:38	dDocent_Contig_93658:38	C	16.3399434154572	0
dDocent_Contig_31853:55	dDocent_Contig_31853:55	C	4.56431508454519	0.015
dDocent_Contig_16747:34	dDocent_Contig_16747:34	C	11.5500067497757	0
dDocent_Contig_82844:39	dDocent_Contig_82844:39	C	4.54947467624626	0.035
dDocent_Contig_57856:32	dDocent_Contig_57856:32	C	5.09849759981766	0.013
dDocent_Contig_62266:25	dDocent_Contig_62266:25	C	8.11023033959698	0
dDocent_Contig_230315:25	dDocent_Contig_230315:25	C	2.55473666074398	0.148
dDocent_Contig_5332:77	dDocent_Contig_5332:77	C	2.1698938014803	0.173
dDocent_Contig_140305:73	dDocent_Contig_140305:73	C	10.0795795565454	0
dDocent_Contig_136885:41	dDocent_Contig_136885:41	C	1.51211112005777	0.325
dDocent_Contig_19307:79	dDocent_Contig_19307:79	C	8.74869825887467	0.002
dDocent_Contig_23487:56	dDocent_Contig_23487:56	C	3.34407979920098	0.101
dDocent_Contig_67818:65	dDocent_Contig_67818:65	C	2.50820446927754	0.139
dDocent_Contig_80304:9	dDocent_Contig_80304:9	C	0.928759083178008	0.466
dDocent_Contig_148874:30	dDocent_Contig_148874:30	C	2.78437681809663	0.128
dDocent_Contig_7482:41	dDocent_Contig_7482:41	C	14.3786038172061	0
dDocent_Contig_90127:36	dDocent_Contig_90127:36	C	1.95468609554371	0.239
dDocent_Contig_22294:45	dDocent_Contig_22294:45	C	2.35566666374004	0.139
dDocent_Contig_90198:26	dDocent_Contig_90198:26	C	6.02995075628272	0.007
dDocent_Contig_67843:27	dDocent_Contig_67843:27	C	10.0296823084596	0
dDocent_Contig_232759:10	dDocent_Contig_232759:10	C	4.27364923060772	0.042
dDocent_Contig_80588:18	dDocent_Contig_80588:18	C	4.27245609960939	0.036
dDocent_Contig_18599:32	dDocent_Contig_18599:32	C	0.976460336117455	0.502
dDocent_Contig_1081:14	dDocent_Contig_1081:14	C	6.76392713396464	0.004
dDocent_Contig_196730:81	dDocent_Contig_196730:81	C	0.479429317059243	0.657
dDocent_Contig_656:61	dDocent_Contig_656:61	C	0.202829784217698	0.712
dDocent_Contig_67511:47	dDocent_Contig_67511:47	C	5.47399596219459	0.004
dDocent_Contig_188286:39	dDocent_Contig_188286:39	C	1.86404970524212	0.246
dDocent_Contig_188286:56	dDocent_Contig_188286:56	C	8.41955978402553	0.002
dDocent_Contig_186387:32	dDocent_Contig_186387:32	C	10.53160619216	0
dDocent_Contig_80933:10	dDocent_Contig_80933:10	C	1.82332447222341	0.243
dDocent_Contig_67688:71	dDocent_Contig_67688:71	C	8.70669089472932	0.002
dDocent_Contig_25653:13	dDocent_Contig_25653:13	C	2.77869148704818	0.105
dDocent_Contig_201510:38	dDocent_Contig_201510:38	C	6.85588431511248	0.006
